"region";"boligtype";"kvartal";"statistikkvariabel";"07221: Prisindeks for brukte boliger, etter region, boligtype, kvartal og statistikkvariabel"
"001 Oslo med Bærum";"02 Småhus";"2021K4";"Prisindeks for brukte boliger";150
"001 Oslo med Bærum";"02 Småhus";"2021K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"02 Småhus";"2022K1";"Prisindeks for brukte boliger";161,3
"001 Oslo med Bærum";"02 Småhus";"2022K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"02 Småhus";"2022K2";"Prisindeks for brukte boliger";164,5
"001 Oslo med Bærum";"02 Småhus";"2022K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"02 Småhus";"2022K3";"Prisindeks for brukte boliger";158,3
"001 Oslo med Bærum";"02 Småhus";"2022K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"02 Småhus";"2022K4";"Prisindeks for brukte boliger";151,9
"001 Oslo med Bærum";"02 Småhus";"2022K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"02 Småhus";"2023K1";"Prisindeks for brukte boliger";153,3
"001 Oslo med Bærum";"02 Småhus";"2023K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"02 Småhus";"2023K2";"Prisindeks for brukte boliger";159,4
"001 Oslo med Bærum";"02 Småhus";"2023K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"02 Småhus";"2023K3";"Prisindeks for brukte boliger";154,9
"001 Oslo med Bærum";"02 Småhus";"2023K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"02 Småhus";"2023K4";"Prisindeks for brukte boliger";150,3
"001 Oslo med Bærum";"02 Småhus";"2023K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"02 Småhus";"2024K1";"Prisindeks for brukte boliger";154,9
"001 Oslo med Bærum";"02 Småhus";"2024K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"02 Småhus";"2024K2";"Prisindeks for brukte boliger";162,3
"001 Oslo med Bærum";"02 Småhus";"2024K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"02 Småhus";"2024K3";"Prisindeks for brukte boliger";161,1
"001 Oslo med Bærum";"02 Småhus";"2024K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"02 Småhus";"2024K4";"Prisindeks for brukte boliger";156,6
"001 Oslo med Bærum";"02 Småhus";"2024K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"02 Småhus";"2025K1";"Prisindeks for brukte boliger";164,4
"001 Oslo med Bærum";"02 Småhus";"2025K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"02 Småhus";"2025K2";"Prisindeks for brukte boliger";169,7
"001 Oslo med Bærum";"02 Småhus";"2025K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"02 Småhus";"2025K3";"Prisindeks for brukte boliger";165,3
"001 Oslo med Bærum";"02 Småhus";"2025K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1992K1";"Prisindeks for brukte boliger";11,9
"001 Oslo med Bærum";"03 Blokkleiligheter";"1992K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1992K2";"Prisindeks for brukte boliger";12,1
"001 Oslo med Bærum";"03 Blokkleiligheter";"1992K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1992K3";"Prisindeks for brukte boliger";12,2
"001 Oslo med Bærum";"03 Blokkleiligheter";"1992K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1992K4";"Prisindeks for brukte boliger";11,9
"001 Oslo med Bærum";"03 Blokkleiligheter";"1992K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1993K1";"Prisindeks for brukte boliger";11,3
"001 Oslo med Bærum";"03 Blokkleiligheter";"1993K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1993K2";"Prisindeks for brukte boliger";12
"001 Oslo med Bærum";"03 Blokkleiligheter";"1993K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1993K3";"Prisindeks for brukte boliger";12,7
"001 Oslo med Bærum";"03 Blokkleiligheter";"1993K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1993K4";"Prisindeks for brukte boliger";14,1
"001 Oslo med Bærum";"03 Blokkleiligheter";"1993K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1994K1";"Prisindeks for brukte boliger";14,7
"001 Oslo med Bærum";"03 Blokkleiligheter";"1994K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1994K2";"Prisindeks for brukte boliger";15,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"1994K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1994K3";"Prisindeks for brukte boliger";15,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"1994K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1994K4";"Prisindeks for brukte boliger";15
"001 Oslo med Bærum";"03 Blokkleiligheter";"1994K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1995K1";"Prisindeks for brukte boliger";15
"001 Oslo med Bærum";"03 Blokkleiligheter";"1995K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1995K2";"Prisindeks for brukte boliger";15,6
"001 Oslo med Bærum";"03 Blokkleiligheter";"1995K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1995K3";"Prisindeks for brukte boliger";15,9
"001 Oslo med Bærum";"03 Blokkleiligheter";"1995K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1995K4";"Prisindeks for brukte boliger";16,1
"001 Oslo med Bærum";"03 Blokkleiligheter";"1995K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1996K1";"Prisindeks for brukte boliger";16,7
"001 Oslo med Bærum";"03 Blokkleiligheter";"1996K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1996K2";"Prisindeks for brukte boliger";18
"001 Oslo med Bærum";"03 Blokkleiligheter";"1996K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1996K3";"Prisindeks for brukte boliger";18,2
"001 Oslo med Bærum";"03 Blokkleiligheter";"1996K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1996K4";"Prisindeks for brukte boliger";19,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"1996K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1997K1";"Prisindeks for brukte boliger";20,7
"001 Oslo med Bærum";"03 Blokkleiligheter";"1997K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1997K2";"Prisindeks for brukte boliger";21,9
"001 Oslo med Bærum";"03 Blokkleiligheter";"1997K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1997K3";"Prisindeks for brukte boliger";21,9
"001 Oslo med Bærum";"03 Blokkleiligheter";"1997K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1997K4";"Prisindeks for brukte boliger";22,7
"001 Oslo med Bærum";"03 Blokkleiligheter";"1997K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1998K1";"Prisindeks for brukte boliger";24,9
"001 Oslo med Bærum";"03 Blokkleiligheter";"1998K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1998K2";"Prisindeks for brukte boliger";26,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"1998K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1998K3";"Prisindeks for brukte boliger";26
"001 Oslo med Bærum";"03 Blokkleiligheter";"1998K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1998K4";"Prisindeks for brukte boliger";24,9
"001 Oslo med Bærum";"03 Blokkleiligheter";"1998K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1999K1";"Prisindeks for brukte boliger";27,2
"001 Oslo med Bærum";"03 Blokkleiligheter";"1999K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1999K2";"Prisindeks for brukte boliger";30
"001 Oslo med Bærum";"03 Blokkleiligheter";"1999K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1999K3";"Prisindeks for brukte boliger";31,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"1999K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"1999K4";"Prisindeks for brukte boliger";32,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"1999K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2000K1";"Prisindeks for brukte boliger";36,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"2000K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2000K2";"Prisindeks for brukte boliger";37,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"2000K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2000K3";"Prisindeks for brukte boliger";36,3
"001 Oslo med Bærum";"03 Blokkleiligheter";"2000K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2000K4";"Prisindeks for brukte boliger";35
"001 Oslo med Bærum";"03 Blokkleiligheter";"2000K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2001K1";"Prisindeks for brukte boliger";38,2
"001 Oslo med Bærum";"03 Blokkleiligheter";"2001K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2001K2";"Prisindeks for brukte boliger";39
"001 Oslo med Bærum";"03 Blokkleiligheter";"2001K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2001K3";"Prisindeks for brukte boliger";39,5
"001 Oslo med Bærum";"03 Blokkleiligheter";"2001K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2001K4";"Prisindeks for brukte boliger";39,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"2001K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2002K1";"Prisindeks for brukte boliger";41,5
"001 Oslo med Bærum";"03 Blokkleiligheter";"2002K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2002K2";"Prisindeks for brukte boliger";42,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"2002K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2002K3";"Prisindeks for brukte boliger";41,9
"001 Oslo med Bærum";"03 Blokkleiligheter";"2002K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2002K4";"Prisindeks for brukte boliger";40,9
"001 Oslo med Bærum";"03 Blokkleiligheter";"2002K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2003K1";"Prisindeks for brukte boliger";41,3
"001 Oslo med Bærum";"03 Blokkleiligheter";"2003K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2003K2";"Prisindeks for brukte boliger";40,3
"001 Oslo med Bærum";"03 Blokkleiligheter";"2003K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2003K3";"Prisindeks for brukte boliger";41,8
"001 Oslo med Bærum";"03 Blokkleiligheter";"2003K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2003K4";"Prisindeks for brukte boliger";43,5
"001 Oslo med Bærum";"03 Blokkleiligheter";"2003K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2004K1";"Prisindeks for brukte boliger";45,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"2004K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2004K2";"Prisindeks for brukte boliger";45,3
"001 Oslo med Bærum";"03 Blokkleiligheter";"2004K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2004K3";"Prisindeks for brukte boliger";46,8
"001 Oslo med Bærum";"03 Blokkleiligheter";"2004K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2004K4";"Prisindeks for brukte boliger";48,1
"001 Oslo med Bærum";"03 Blokkleiligheter";"2004K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2005K1";"Prisindeks for brukte boliger";49,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"2005K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2005K2";"Prisindeks for brukte boliger";49,2
"001 Oslo med Bærum";"03 Blokkleiligheter";"2005K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2005K3";"Prisindeks for brukte boliger";51,2
"001 Oslo med Bærum";"03 Blokkleiligheter";"2005K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2005K4";"Prisindeks for brukte boliger";51,7
"001 Oslo med Bærum";"03 Blokkleiligheter";"2005K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2006K1";"Prisindeks for brukte boliger";55,3
"001 Oslo med Bærum";"03 Blokkleiligheter";"2006K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2006K2";"Prisindeks for brukte boliger";57,2
"001 Oslo med Bærum";"03 Blokkleiligheter";"2006K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2006K3";"Prisindeks for brukte boliger";61,6
"001 Oslo med Bærum";"03 Blokkleiligheter";"2006K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2006K4";"Prisindeks for brukte boliger";62,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"2006K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2007K1";"Prisindeks for brukte boliger";65,5
"001 Oslo med Bærum";"03 Blokkleiligheter";"2007K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2007K2";"Prisindeks for brukte boliger";65,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"2007K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2007K3";"Prisindeks for brukte boliger";66,1
"001 Oslo med Bærum";"03 Blokkleiligheter";"2007K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2007K4";"Prisindeks for brukte boliger";62,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"2007K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2008K1";"Prisindeks for brukte boliger";62,6
"001 Oslo med Bærum";"03 Blokkleiligheter";"2008K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2008K2";"Prisindeks for brukte boliger";62,7
"001 Oslo med Bærum";"03 Blokkleiligheter";"2008K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2008K3";"Prisindeks for brukte boliger";61,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"2008K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2008K4";"Prisindeks for brukte boliger";55,8
"001 Oslo med Bærum";"03 Blokkleiligheter";"2008K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2009K1";"Prisindeks for brukte boliger";59,9
"001 Oslo med Bærum";"03 Blokkleiligheter";"2009K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2009K2";"Prisindeks for brukte boliger";63,6
"001 Oslo med Bærum";"03 Blokkleiligheter";"2009K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2009K3";"Prisindeks for brukte boliger";66,7
"001 Oslo med Bærum";"03 Blokkleiligheter";"2009K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2009K4";"Prisindeks for brukte boliger";66
"001 Oslo med Bærum";"03 Blokkleiligheter";"2009K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2010K1";"Prisindeks for brukte boliger";67
"001 Oslo med Bærum";"03 Blokkleiligheter";"2010K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2010K2";"Prisindeks for brukte boliger";68,1
"001 Oslo med Bærum";"03 Blokkleiligheter";"2010K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2010K3";"Prisindeks for brukte boliger";69,2
"001 Oslo med Bærum";"03 Blokkleiligheter";"2010K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2010K4";"Prisindeks for brukte boliger";69,4
"001 Oslo med Bærum";"03 Blokkleiligheter";"2010K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2011K1";"Prisindeks for brukte boliger";73,6
"001 Oslo med Bærum";"03 Blokkleiligheter";"2011K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2011K2";"Prisindeks for brukte boliger";75,1
"001 Oslo med Bærum";"03 Blokkleiligheter";"2011K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2011K3";"Prisindeks for brukte boliger";77,7
"001 Oslo med Bærum";"03 Blokkleiligheter";"2011K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2011K4";"Prisindeks for brukte boliger";77,5
"001 Oslo med Bærum";"03 Blokkleiligheter";"2011K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2012K1";"Prisindeks for brukte boliger";80,3
"001 Oslo med Bærum";"03 Blokkleiligheter";"2012K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2012K2";"Prisindeks for brukte boliger";82,7
"001 Oslo med Bærum";"03 Blokkleiligheter";"2012K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2012K3";"Prisindeks for brukte boliger";85,9
"001 Oslo med Bærum";"03 Blokkleiligheter";"2012K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2012K4";"Prisindeks for brukte boliger";85,1
"001 Oslo med Bærum";"03 Blokkleiligheter";"2012K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2013K1";"Prisindeks for brukte boliger";87,2
"001 Oslo med Bærum";"03 Blokkleiligheter";"2013K1";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2013K2";"Prisindeks for brukte boliger";88
"001 Oslo med Bærum";"03 Blokkleiligheter";"2013K2";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2013K3";"Prisindeks for brukte boliger";87,2
"001 Oslo med Bærum";"03 Blokkleiligheter";"2013K3";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2013K4";"Prisindeks for brukte boliger";82,6
"001 Oslo med Bærum";"03 Blokkleiligheter";"2013K4";"Prisindeks for brukte boliger, sesongjustert";..
"001 Oslo med Bærum";"03 Blokkleiligheter";"2014K1";"Prisindeks for brukte boliger";84,8
"001 Oslo med Bærum";"03 Blokkleiligheter";"2014K1";"Prisindeks for brukte boliger, sesongjustert";..
